source,captured_at,source_url,source_type,extraction_method,project_id,project_slug,agency_name,project_name,district,province,department,address,latitude,longitude,sales_start_year,delivery_year,delivery_date,update_date,project_phase,floor_count,parking_count,view,typology,bedrooms,bedrooms_min,bedrooms_max,bathrooms_min,bathrooms_max,built_area,free_area,total_area_min,total_area_max,area_min,area_max,total_area,unit_status,unit_count,price_min,currency,list_price_avg,sale_price_avg,price_per_m2_list,price_per_m2_sale,sale_year,sale_month,sale_date,income,total_m2,financing_banks,amenities,project_description,project_contact,project_email,project_phone,project_whatsapp,builder_slug,builder_description,price_history_count,latest_price_history_date,latest_price_history_from,latest_price_history_status,visit_count,field_confidence,missing_required_fields
Nexo Inmobiliario,2026-05-24T18:37:51.632Z,https://nexoinmobiliario.pe/departamentos/miraflores/milano-28-de-julio-3169,portal,sitemap + obj_project_completo + json_ld + html_table,3169,3169-milano-28-de-julio,GRUPO BINDA,Milano - 28 de Julio,Miraflores,Lima,Lima,Av 28 de Julio 420,-12.126585,-77.03057489999999,,2026,2026-05-31,2026-03-17,En construccion,,,,Departamento,3 a 3,3,3,2,2,,,75.53,80.7,75.53,80.7,75.53,En construccion,1,696554,PEN,696554,,9222.22,,,,,696554,75.53,Banco SCOTIABANK,Gimnasio | Minimarket | Piscina | Terraza | Zona de Parrillas,"Milano es un edificio con una arquitectura clásica ubicado en el corazón de Miraflores a minutos del malecón, avenidas principales y centros comerciales donde podrás tener todo a un pasos de tu hogar. Tenemos departamentos de 2 y 3 dorms desde 60m2 con una distribución funcional, exclusivos acabados y áreas comunes para disfrutar: Lobby de ingreso, Zona de parrillas, Piscina, Gimnasio y Sala bar- Encuentra en todo lo que estabas buscando en 28 de Julio para vivir o invertir *Las imágenes y planos son referenciales y pueden estar sujetos a cambio sin previo aviso.",Roxanna Rey,ventas@bindaingenieros.com,908807095,908807095,grupo-binda,"Somos una empresa peruana con más 30 años de experiencia en proyectos de construcción y desarrollo inmobiliario, con proyectos de primer nivel en todo el país. Contamos con altos estándares de calidad en todos nuestros procesos productivos, los mismos que son evaluados por las principales empresas certificadoras de calidad en el Perú, lo cual respalda nuestra experiencia para darle la confianza y seguridad que usted necesita para su inversión. Así mismo, somos miembros activos de las principales instituciones del rubro, tales como la Asociación de Empresas Inmobiliarias del Perú (ASEI) y la Cámara Peruana de la Construcción (CAPECO). A la fecha tenemos más de 20 proyectos inmobiliarios entregados de manera satisfactoria y nos encontramos ejecutando 4 proyectos ubicados en Miraflores, Magdalena del Mar y San Borja.",1,2025-10-09 02:25:16,696554,En construccion,,alta,
Nexo Inmobiliario,2026-05-24T18:37:51.632Z,https://nexoinmobiliario.pe/departamentos/magdalena-del-mar/unico-magdalena-3171,portal,sitemap + obj_project_completo + json_ld + html_table,3171,3171-unico-magdalena,GDC INMOBILIARIA,Único Magdalena,Magdalena Del Mar,Lima,Lima,Av. Faustino Sanchez Carrión 280,-12.0881488,-77.06111229999999,,2026,2026-11-30,2026-03-17,En construccion,,,,Departamento,1 a 3,1,3,1,2,,,40,73.65,40,73.65,40,En construccion,1,325978.42,PEN,325978.42,,8149.46,,,,,325978.42,40,Banco BBVA,Área de juegos para niños | Gimnasio | Lobby | Parque privado | Piscina | Sala Bar | Sala de Niños | Sala de usos Múltiples | Techo Panorámico | Terraza | Zona de Parrillas,"Único Magdalena es un exclusivo proyecto diseñado para ofrecerte privacidad, comodidad y una distribución ideal para ti y tu familia. Contamos con departamentos de 1, 2 y 3 dormitorios, además de más de 13 áreas comunes pensadas para brindarte la mejor experiencia de vida. Ubicado estratégicamente en Magdalena, estamos frente al Hospital Militar y a pocos minutos de los principales puntos de interés de la ciudad: Real Plaza Salaverry – A solo 5 minutos en auto. Metro Pershing – A 3 minutos en auto. Centro Cultural Peruano Japonés – A 5 minutos en auto. Red Pediátrica – A 4 minutos en auto. Parques cercanos – A pocos pasos, ideales para el descanso y la recreación. Descubre un estilo de vida único en Único Magdalena, donde la ubicación, el confort y la exclusividad se unen para ofrecerte el hogar que siempre soñaste.",Ventas GDC,alejandro.lizano@gdcinmobiliaria.pe,940077798,950122819,gdc-inmobiliaria,"En GDC estamos enfocados en mejorar la calidad de vida de nuestras comunidades en cualquier parte del Mundo. Somos un equipo de más de 100 profesionales con experiencia en todas las etapas del desarrollo inmobiliario y gracias al esfuerzo conjunto nuestros proyectos son EXTRAORDINARIOS. Nuestra matriz se encuentra en la Ciudad de México, pero siempre en búsqueda de una expansión geográfica, prueba de ello es nuestra unidad de negocio en Lima, Perú.",6,2026-02-21 07:00:02,325978.42,En construccion,,alta,
Nexo Inmobiliario,2026-05-24T18:37:51.632Z,https://nexoinmobiliario.pe/departamentos/miraflores/caserta-3175,portal,sitemap + obj_project_completo + json_ld + html_table,3175,3175-caserta,REYNA INMOBILIARIA,Caserta,Miraflores,Lima,Lima,Ca. Miguel Aljovín 194,-12.1284025,-77.0153361,,2026,2026-03-31,2026-02-11,En construccion,,,,Departamento,2 a 5,2,5,2,4,,,84.02,233.83,84.02,233.83,84.02,En construccion,1,874867,PEN,874867,,10412.6,,,,,874867,84.02,Banco BCP | otros,Lobby | Parque privado,"Un proyecto único que redefine la exclusividad. Este lugar cautivador ofrece una doble vista impresionante, vista a la calle y vista al parque que brinda un ambiente acogedor y tranquilo. Estratégicamente ubicado en la intersección de la Av. Benavides y Av. República de Panamá, contectándose perfectamente con la vitalidad de la ciudad. Su proximidad al C.C. Wong facilita la comodidad diaria, mientras que la cercanía a prestigiosos colegios como St. George College, Pestalozzi y Markham.",Informes Reyna,ventascaserta@reynainmobiliaria.pe,905445424,905445424,reyna-grupo-inmobiliario,"Reyna Inmobiliaria busca “Crear y diseñar espacios donde tu legado seguirá creciendo”, convirtiendo nuestros proyectos en tu lugar ideal para vivir; extendiéndonos y diversificándonos, logrando sembrar las raíces de tu nuevo hogar, mientras creas grandes experiencias.",2,2026-02-25 07:00:02,874867,En construccion,,alta,
Nexo Inmobiliario,2026-05-24T18:37:51.632Z,https://nexoinmobiliario.pe/departamentos/magdalena-del-mar/mum-363-3180,portal,sitemap + obj_project_completo + json_ld + html_table,3180,3180-mum-363,TALE INMOBILIARIA,MUM 363,Magdalena Del Mar,Lima,Lima,Av. Javier Prado Oeste 2291,-12.0949881,-77.0552728,,2027,2027-03-25,2026-05-08,En construccion,,,,Departamento,1 a 3,1,3,1,3,,,40.98,136.27,40.98,136.27,40.98,En construccion,1,469000,PEN,469000,,11444.61,,,,,469000,40.98,otros,Área de juegos para niños | Gimnasio | Lobby | Piscina | Sala de Niños | Salon Gourmet | Zona de Parrillas | Otros,"Vive a un paso de San Isidro, en una ubicación estratégica rodeada de parques, colegios y supermercados. MUM 363, actualmente en construcción, redefine el estilo de vida con áreas comunes diseñadas para el bienestar total: piscina, jacuzzi, sauna, cámara de vapor, zona fitness, coworking, pet zone, sala gourmet, sala de jóvenes, SUM, sala de niños, lavandería común, zona de parrillas y un lobby de ingreso que marca la diferencia. Un proyecto para quienes quieren vivir con estilo, confort y espíritu urbano. Todo lo que necesitas, en un solo lugar.",Jenny Saldivar,"ednaly@taleinmobiliaria.com,daniel@taleinmobiliaria.com,jugaz@taleinmobiliaria.com",924124548,924124548,tale-inmobiliaria,"Somos una empresa peruana dedicada al desarrollo y gestión de proyectos inmobiliarios. Nuestra garantía es una sólida experiencia en el sector, habiendo desarrollado proyectos con los mas altos estándares de calidad y respetando los plazos de ejecución.",8,2026-03-10 07:00:01,469000,En construccion,,alta,
Nexo Inmobiliario,2026-05-24T18:37:51.632Z,https://nexoinmobiliario.pe/departamentos/cercado-de-lima/helio-santa-beatriz-3186,portal,sitemap + obj_project_completo + json_ld + html_table,3186,3186-helio-santa-beatriz,PADOVA,HELIO SANTA BEATRIZ,Cercado de lima,Lima,Lima,Enrique Villar 830 Cercado de Lima.,-12.0759378,-77.0299687,,2026,2026-10-01,2026-05-22,En construccion,,,,Departamento,1 a 2,1,2,1,1,,,35.01,51.61,35.01,51.61,35.01,En construccion,1,278475.57,PEN,278475.57,,7954.17,,,,,278475.57,35.01,Banco INTERBANK,Gimnasio | Jardin interior | Lobby | Parque privado | Sala Bar | Sala de Internet | Sala de usos Múltiples | Salon Gourmet | Terraza | Video vigilancia | Zona de Parrillas,"¡BIENVENIDO A HELIO SANTA BEATRIZ! Un proyecto Invest-Living , una propuesta inmobiliaria con departamentos compactos y funcionales que brindan flexibilidad, combinando vivienda y rentabilidad, ideal para quienes buscan vivir o generar ingresos con su propiedad. HELIO no es solo un depa, es tu activo inteligente: Vive hoy, alquila mañana, gana siempre. Descúbrelo.",Anthony Nolasco,helio2@padovasac.com,,998160133,padova,"PADOVA INMOBILIARIA es una empresa comprometida, con altos valores y estandares de desarrollo dedicados a crear proyectos que trasciendan y transmitan calidad y un alto gusto por satisfacer estilos de vida. Desde el inicio decidimos ser referentes del cambio, desarrollo e innovación en el sector inmobiliario manteniendo el equilibrio entre la modernidad y el impacto medioambiental y social.",4,2026-05-23 07:00:02,278475.57,En construccion,,alta,
Nexo Inmobiliario,2026-05-24T18:37:51.632Z,https://nexoinmobiliario.pe/departamentos/arequipa/luzzo-cerro-colorado-3197,portal,sitemap + obj_project_completo + json_ld + html_table,3197,3197-luzzo-cerro-colorado,ANDEN,LUZZO Cerro Colorado,Cerro Colorado,Arequipa,Arequipa,"JCHV+VCJ, Arequipa 04017",-16.3702875,-71.5564844,,2026,2026-01-31,2026-04-23,Entrega inmediata,,,,Departamento,1 a 4,1,4,1,3,,,44.12,164.08,44.12,164.08,44.12,Entrega inmediata,1,241937.9,PEN,241937.9,,5483.63,,,,,241937.9,44.12,Banco INTERBANK | otros,Área de juegos para niños | Gimnasio | Jardin de niños | Lobby | Sala Bar | Sala de Internet | Sala de usos Múltiples | Techo Panorámico | Terraza | Video vigilancia | Zona de Parrillas | Otros,"Vive en Cerro Colorado, a solo 2 min de Cenco Mall, 11 min de Real Plaza y Mall Plaza, con rápido acceso al centro y al aeropuerto en 10 min. Luzzo te ofrece depas de 1, 2 y 3 dormitorios desde 44 m², con acabados de calidad y entrega inmediata. Aprovecha el Bono Mivivienda.",Anden Inmobiliaria,"juancarlosreyes@andencapital.com,silviadiaz@anden.com.pe",,987305670,anden,"Empresa con más de 15 años de experiencia, más de 10 proyectos entregados y más de 1,000 familias que cumplieron el sueño del depa propio en Arequipa y la casa en Piura.",3,2026-02-14 07:00:02,241937.9,Entrega inmediata,,alta,
Nexo Inmobiliario,2026-05-24T18:37:51.632Z,https://nexoinmobiliario.pe/departamentos/pueblo-libre/hernandez-1273-3198,portal,sitemap + obj_project_completo + json_ld + html_table,3198,3198-hernandez-1273,RB GRUPO INMOBILIARIO,Hernández 1273,Pueblo Libre,Lima,Lima,Jirón Daniel Hernández N° 1273,-12.07987788122903,-77.07019605695677,,2027,2027-03-31,2026-05-05,En construccion,,,,Departamento,1 a 3,1,3,1,3,,,41.25,141.02,41.25,141.02,41.25,En construccion,1,239900,PEN,239900,,5815.76,,,,,239900,41.25,Banco BCP,Lobby | Otros,"Vive frente al parque. Vive donde siempre soñaste en Hernández 1273-Pueblo Libre. Despierta cada mañana con la vista al verde del Parque Santa Isabel, en una de las zonas más tradicionales y conectadas de Pueblo Libre. Un proyecto Pet Friendly, ideal para quienes disfrutan caminar con su mascota, hacer ejercicio al aire libre o simplemente vivir rodeados de tranquilidad sin salir de la ciudad. Ofrecemos modernos Flats y Dúplex con áreas desde 41.25 m² hasta 141.02 m², diseñados para adaptarse a distintos estilos de vida, desde tu primer departamento hasta el espacio perfecto para tu familia. Al no contar con áreas comunes, pagas únicamente por tu propio espacio. Sin costos adicionales, sin gastos innecesarios. Más eficiencia, más privacidad, más libertad. Aquí inviertes en ubicación, en valorización y en calidad de vida real.",Roxana,"asesorba@rbgrupoinmobiliario.pe,gpostigo@rbgrupoinmobiliario.pe","978281164,942054771",942054771,rb-grupo-inmobiliario,"Somos una empresa peruana con más de 25 años en el mercado y nos especializamos en el desarrollo y ejecución de proyectos integrales de viviendas, comerciales, industriales y habilitaciones urbanas. RB Arquitectura y Construcción S.A.C. está formada por profesionales con alta experiencia y capacidad innovadora en la dirección de equipos multidisciplinarios para llevar a cabo el análisis de la factibilidad, programación, diseño y ejecución de todos los proyectos.",5,2026-04-08 07:00:02,290000,En construccion,,alta,
Nexo Inmobiliario,2026-05-24T18:37:51.632Z,https://nexoinmobiliario.pe/casas/piura/quinta-amelia-3201,portal,sitemap + obj_project_completo + json_ld + html_table,3201,3201-quinta-amelia,ANDEN,Quinta Amelia,Castilla,Piura,Piura,"Av. Progreso Cdra 36, Castilla - Piura ",-5.233973493169267,-80.63611247473212,,2026,2026-05-31,2026-04-23,En construccion,2,,,Casa,2 a 2,2,2,1,1,,,78.36,105.12,78.36,105.12,78.36,En construccion,1,174440.79,PEN,174440.79,,2226.15,,,,,174440.79,78.36,Banco BANBIF | Banco BCP | Banco BBVA | Banco PICHINCHA | Banco INTERBANK | Banco SCOTIABANK,Área de juegos | Áreas verdes | Gimnasio | Zona de Parrillas,"En Quinta Amelia encontrarás mucho más que una casa: tendrás el hogar que siempre soñaste en un espacio seguro, moderno y rodeado de todo lo que tu familia necesita. Nuestro proyecto se encuentra dentro de un condominio cerrado con seguridad las 24 horas del día, para que vivas con la tranquilidad que mereces. Disfruta de una ubicación estratégica y ten cerca todo lo que necesitas: Colegio Innova Schools (3 minutos), Aeropuerto Capitán FAP Guillermo Concha Iberico (6 minutos), Hospital Cayetano Heredia (12 minutos), Centro Comercial Mall Plaza (15 minutos), Universidad Nacional de Piura (UNP) (15 minutos), con acceso directo a la Av. Progreso, en una zona alta y no inundable. Aquí podrás elegir tu casa de 1 o 2 pisos, diseñada para crecer contigo y tu familia, en un condominio pensado para brindarte comodidad, tranquilidad y una excelente calidad de vida. ¡Empieza a construir tus mejores momentos en Quinta Amelia!",Anden Inmobiliaria,"juancarlosreyes@anden.com.pe,silviadiaz@anden.com.pe",,987305670,anden,"Empresa con más de 15 años de experiencia, más de 10 proyectos entregados y más de 1,000 familias que cumplieron el sueño del depa propio en Arequipa y la casa en Piura.",3,2026-02-19 07:00:02,174440.79,En construccion,,alta,
Nexo Inmobiliario,2026-05-24T18:37:51.632Z,https://nexoinmobiliario.pe/departamentos/san-miguel/quatro-supra-tower-3202,portal,sitemap + obj_project_completo + json_ld + html_table,3202,3202-quatro-supra-tower,QUATRO INMOBILIARIA,Quatro,San Miguel,Lima,Lima,Avenida Los Patriotas 415,-12.0769686,-77.0985535,,2026,2026-06-30,2026-05-19,En construccion,,,,Departamento,1 a 3,1,3,1,2,,,33,101.5,33,101.5,33,En construccion,1,239381,PEN,239381,,7253.97,,,,,239381,33,Banco BCP,Gimnasio | Jardin de niños | Karaoke | Lobby | Piscina | Sala Bar | Sala de Niños | Sala de usos Múltiples | Terraza | Zona de Parrillas,"Supra es un moderno proyecto en San Miguel, en una ubicación estratégica y en un vecindario familiar para sentirse en casa todos los días.",Daniel Ronceros,"juan.alvarado@quatroinmobiliaria.pe,ventas04@quatroinmobiliaria.pe",914181839,914181839,quatro-inmobiliaria,"Llevamos más de 12 años dedicándonos a lo que más nos gusta: construir hogares pensados para ti. Durante este tiempo hemos entregado más de 20 proyectos, sumando más de 200,000 m2 construidos, y viendo cómo más de 1,800 familias cumplen el sueño de tener su propio hogar. Somos un equipo de profesionales de primer nivel, basados en 4 pilares que nos sostienen: EXCELENCIA en cada paso que damos, INNOVACIÓN en los diseños que creamos, SERVICIO a nuestros clientes, que son nuestra razón de ser, y CONFIANZA ganada día a día.",2,2026-03-28 07:00:02,239381,En construccion,,alta,
Nexo Inmobiliario,2026-05-24T18:37:51.632Z,https://nexoinmobiliario.pe/departamentos/santiago-de-surco/condominio-villalegre-3203,portal,sitemap + obj_project_completo + json_ld + html_table,3203,3203-condominio-villalegre,LA VENTUROSA,Condominio Villalegre,Santiago De Surco,Lima,Lima,Esquina Jiron Dextre con Calle Daniel Mendoza (A 1 cuadra del Parque Villa Alegre),-12.1641991,-76.9895228,,2026,2026-07-15,2026-05-08,En construccion,,,,Departamento,1 a 3,1,3,1,2,,,58,133.5,58,133.5,58,En construccion,1,266084.5,PEN,266084.5,,4587.66,,,,,266084.5,58,Banco BBVA,Área de juegos para niños | Areas verdes | Sala de Niños | Sala de usos Múltiples | Salon Gourmet | Terraza | Video vigilancia | Zona de Parrillas | Otros,"VILLALEGRE es el nuevo condominio de SURCO, ubicado en la esquina de Jirón Luis Dextre con Calle Daniel Mendoza (a 1 cuadra del Parque Villa Alegre, entre las cuadras 1 y 2 de la Av. Guardia Civil Sur). Ofreciendo varias opciones de vivienda, con departamentos que se adaptan a tus necesidades; con diversas áreas sociales en el primer nivel y azotea como: Salas de usos múltiples (SUM), Sala Gourmet, Terraza BBQ, Zona Gamer, Coworking, Café Work, Zona Cinema, Aventura Play (área de juegos para niños y Sala de niños), patio alameda, patio plaza, Zona Fit y Terraza Zen. ¡Te invitamos a ser parte de esta historia única y a asegurar tu Próximo Hogar en la Gran Preventa con beneficios exclusivos!",La Venturosa,ventas@laventurosa.com,,908837110,la-venturosa,"En La Venturosa desarrollamos proyectos inmobiliarios de calidad. Buscamos que las relaciones con nuestros clientes sean sólidas y duraderas, como los hogares que construimos. Nos respaldan más de 4,270 viviendas entregadas a las familias a lo largo de nuestra trayectoria de 27 años.",3,2026-01-23 07:00:03,266084.5,En construccion,,alta,
Nexo Inmobiliario,2026-05-24T18:37:51.632Z,https://nexoinmobiliario.pe/departamentos/miraflores/casa-paraud-3205,portal,sitemap + obj_project_completo + json_ld + html_table,3205,3205-casa-paraud,GRUPO CARAL,Casa Paraud,Miraflores,Lima,Lima,Calle San Ignacio de Loyola 150,-12.1345868,-77.02691779999999,,2026,2026-02-28,2026-05-12,Entrega inmediata,10,,,Departamento,1 a 2,1,2,2,2,,,60.12,86.64,60.12,86.64,60.12,Entrega inmediata,46,634752,PEN,634752,,10558.08,,,,,29198592,2765.52,otros,Jardin interior | Lobby | Salon Gourmet | Zona de Parrillas | Otros,"Casa Paraud es una obra maestra en desarrollo, un nuevo proyecto ubicado en el corazón de Miraflores a pasos del malecón. Cuenta con 10 pisos y un total de 46 departamentos, que ofrecerá una experiencia de vida única. Lo que nos distingue, es nuestra dedicación por brindarles el hogar perfecto, ya sea que estén buscando un acogedor departamento de un dormitorio, un refugio de dos dormitorios o un espacioso departamento de tres dormitorios. Además, nuestros espacios sociales lo hacen único. Zona BBQ ideal para tus reuniones con amigos o familia, Coworking para tus tardes de trabajo de home office y Sala Gourmet donde podrás disfrutar de momentos únicos.",Jesus Vassallo,jvassallo@grupocaral.com.pe,987265036,987265036,grupo-caral,"Somos una empresa de capital peruano que entregó más de 3,000 departamentos a clientes satisfechos. Nos dedicamos a la construcción de proyectos inmobiliarios con diseño innovador, moderno y funcional. Nuestra filosofía nos ha llevado a construir proyectos únicos, pensados en ser los nuevos hogares de las familias modernas y que puedan perdurar en el tiempo. En Grupo Caral sabemos e interiorizamos que la compra de un inmueble es una de las decisiones más importantes en la vida de nuestros clientes, por ello les brindamos el mejor servicio pre y post venta, con la asesoría necesaria durante todo el proceso de su nueva compra.",3,2026-05-13 07:00:03,634752,Entrega inmediata,,alta,
Nexo Inmobiliario,2026-05-24T18:37:51.632Z,https://nexoinmobiliario.pe/departamentos/miraflores/parque-cordova-2-3206,portal,sitemap + obj_project_completo + json_ld + html_table,3206,3206-parque-cordova-2,AURORA GRUPO INMOBILIARIO,Parque Córdova 2,Miraflores,Lima,Lima,Av. General Córdova  234,-12.1150421,-77.0424414,,2026,2026-06-30,2026-02-09,En construccion,9,,,Departamento,2 a 3,2,3,2,3,,,69,134,69,134,69,En construccion,1,236000,$,236000,,3420.29,,,,,236000,69,Banco BBVA,,"Presentamos Parque Córdova 2, un nuevo y exclusivo proyecto ubicado en el distrito de Miraflores. Este moderno edificio de 09 pisos y 34 deptarmentos contará con acceso directo al parque privado, Guillermo Correa Elías. Parque Córdova 2 ha sido ideado para adaptarse a diferentes estilos de vida. Cada detalle exterior ha sido cuidadosamente seleccionado para crear un hogar acogedor, sofisticado y moderno.",Aurora Grupo Inmobiliario,"informes@grupoaurora.pe,jbermudez@grupoaurora.pe",4800050,955435630,aurora-grupo-inmobiliario,"Aurora es experiencia, solidez y confianza. Somos un grupo empresarial que nace de la evolución de una empresa familiar y que en la actualidad cuenta con 20 años de experiencia y trayectoria en el sistema financiero y mercado inmobiliario peruano. Nuestro crecimiento se basa en la confianza y satisfacción de nuestros clientes, quienes a través de los años han encontrado en nuestros proyectos el desarrollo personal, bienestar de la familia y seguridad de inversión que estaban buscando. Contamos con profesionales experimentados que buscan transmitir seguridad y confianza a todos nuestros clientes y así reflejar la excelencia de todos nuestros proyectos.",4,2026-03-25 07:00:03,236000,En construccion,,alta,
Nexo Inmobiliario,2026-05-24T18:37:51.632Z,https://nexoinmobiliario.pe/departamentos/jesus-maria/edificio-urbanzen-3207,portal,sitemap + obj_project_completo + json_ld + html_table,3207,3207-edificio-urbanzen,Cygnus Grupo Inmobiliario,Edificio Urbanzen,Jesus Maria,Lima,Lima,Jr. Estados Unidos 405 - Jesús María,-12.0810837,-77.054341,,2026,2026-03-31,2026-03-05,Entrega inmediata,,,,Departamento,1 a 3,1,3,1,2,,,42.4,74.98,42.4,74.98,42.4,Entrega inmediata,1,452031.11,PEN,452031.11,,10661.11,,,,,452031.11,42.4,Banco BCP,Jardin interior | Lobby | Sala de Internet | Sala de Niños | Sala de usos Múltiples | Terraza | Zona de Parrillas,"Descubre un estilo de vida único en URBANZEN, un oasis de tranquilidad en el creciente distrito de Jesús María. Diseñado para ofrecer comodidad, seguridad y un ambiente relajante, este proyecto inmobiliario es más que un lugar para vivir; es un hogar donde tus sueños y tu bienestar se entrelazan. Departamentos de 1, 2 y 3 dormitorios con metrajes 41m2 hasta 112m2.",Grupo Cygnus,"grupocygnus@sperant.pe,ventas@constructoracygnus.com",934006318,934006318,cygnus-grupo-inmobiliario,"Grupo Cygnus es una empresa de capital 100% peruano, con más de 20 años de experiencia en el sector inmobiliario y de construcción. Hemos entregado más de 35 proyectos y seguimos creciendo con más de 9 desarrollos en marcha. Construimos relaciones que perduran toda la vida.",3,2026-03-12 07:00:03,452031.11,Entrega inmediata,,alta,
Nexo Inmobiliario,2026-05-24T18:37:51.632Z,https://nexoinmobiliario.pe/departamentos/cercado-de-lima/tulipan-3209,portal,sitemap + obj_project_completo + json_ld + html_table,3209,3209-tulipan,ABRIL GRUPO INMOBILIARIO,Tulipán,Cercado de lima,Lima,Lima,"Av. Petit Thouars 980, Lima 15046",-12.0739493,-77.0349939,,2026,2026-12-31,2026-05-17,En construccion,,,,Departamento,1 a 3,1,3,1,2,,,25.65,71.31,25.65,71.31,25.65,En construccion,1,213214.28,PEN,213214.28,,8312.45,,,,,213214.28,25.65,Banco BCP,Areas verdes | Gimnasio | Lobby | Piscina | Sala Bar | Salon Gourmet | Techo Panorámico | Zona de Parrillas | Otros,"Tulipán, proyecto multifamiliar de Abril Grupo Inmobiliario, ubicado en la Av. Petit Thouars 980, Cercado de lima. Muy cerca del parque de las aguas y el parque de la exposición. Cuenta con áreas sociales como coworking, zona de parrillas, gimnasio, terraza, pet zone, sala lounge y piscina. Su excelente ubicación, áreas comunes y distribución, lo convierte en el proyecto ideal para quienes quieren tener un mejor estilo de vida y para quienes buscan invertir. Precio publicado sujeto a stock y vigencia. Puede incluir descuentos comerciales previamente aplicados. Beneficios adicionales sujetos a evaluación y campaña vigente.",Abril Grpo Inmobiliario ,proyectotulipan@abril.pe,951147120,951147120,abril-grupo-inmobiliario-ft,"Somos una empresa de capital 100% peruano con más de 18 años de experiencia en el rubro inmobiliario y de construcción. Tenemos una trayectoria de más de 49 proyectos entregados y, en la actualidad contamos con más de 16 proyectos en desarrollo.",3,2026-05-23 07:00:02,213214.28,En construccion,,alta,
Nexo Inmobiliario,2026-05-24T18:37:51.632Z,https://nexoinmobiliario.pe/departamentos/lince/orquidea-3210,portal,sitemap + obj_project_completo + json_ld + html_table,3210,3210-orquidea,ABRIL GRUPO INMOBILIARIO,Orquídea,Lince,Lima,Lima," Av. Militar 1727, Lince 15046",-12.0812973,-77.03167479999999,,2026,2026-07-31,2026-05-22,En construccion,,,,Departamento,1 a 3,1,3,1,2,,,62.26,68.45,62.26,68.45,62.26,En construccion,1,379821.6,PEN,379821.6,,6100.57,,,,,379821.6,62.26,Banco BANBIF,Areas verdes | Gimnasio | Lobby | Sala Bar | Salon Gourmet | Techo Panorámico | Zona de Parrillas | Otros,"Orquídea, proyecto multifamiliar de Abril Grupo Inmobiliario, ubicado en la Av. Militar 1727en Lince. Cuenta con áreas sociales como coworking, zona de parrillas, gimnasio, terraza, pet zone, sala lounge y más. Su excelente ubicación, áreas comunes y distribución, lo convierte en el proyecto ideal para quienes quieren tener un mejor estilo de vida y para quienes buscan invertir.",Abril Gurpo Inmobiliario ,proyectoorquidea@abril.pe,951147120,951147120,abril-grupo-inmobiliario-ft,"Somos una empresa de capital 100% peruano con más de 18 años de experiencia en el rubro inmobiliario y de construcción. Tenemos una trayectoria de más de 49 proyectos entregados y, en la actualidad contamos con más de 16 proyectos en desarrollo.",2,2026-05-23 07:00:02,379821.6,En construccion,,alta,
Nexo Inmobiliario,2026-05-24T18:37:51.632Z,https://nexoinmobiliario.pe/departamentos/chorrillos/las-praderas-3211,portal,sitemap + obj_project_completo + json_ld + html_table,3211,3211-las-praderas,TALE INMOBILIARIA,Las Praderas,Chorrillos,Lima,Lima,"Av. Los Faisanes 485, Chorrillos 15054",-12.1768317,-76.99919310000001,,2027,2027-10-25,2026-05-06,En construccion,,,,Departamento,1 a 3,1,3,1,2,,,38.18,65.12,38.18,65.12,38.18,En construccion,1,216000,PEN,216000,,5657.41,,,,,216000,38.18,otros,Gimnasio | Jardin de niños | Lobby | Sala Bar | Sala de Niños | Sala de usos Múltiples | Terraza | Zona de Parrillas,"Comienza tu nueva vida en un entorno rodeado de áreas verdes, supermercados y todo lo necesario para vivir con comodidad. Las Praderas, en pre-venta, es tu oportunidad de invertir en un proyecto moderno y bien ubicado. Disfruta áreas comunes que lo tienen todo: lobby, lounge con terraza, skybar, zona de parrillas, coworking, sala de niños, zona fitness, sala de usos múltiples y estacionamientos para bicicleta. El momento de asegurar tu depa ideal es ahora.",Jeferson San Martin,"ednaly@taleinmobiliaria.com,daniel@taleinmobiliaria.com,jugaz@taleinmobiliaria.com",926640426,926640426,tale-inmobiliaria,"Somos una empresa peruana dedicada al desarrollo y gestión de proyectos inmobiliarios. Nuestra garantía es una sólida experiencia en el sector, habiendo desarrollado proyectos con los mas altos estándares de calidad y respetando los plazos de ejecución.",7,2026-05-05 07:00:02,216000,En construccion,,alta,
