run_id,source,captured_at,source_url,source_type,extraction_method,extractor_version,agency_name,project_name,district,address,latitude,longitude,typology,bedrooms,total_area,unit_status,unit_count,list_price_avg,currency,delivery_year,delivery_date,description,amenities,contact_name,contact_phone,whatsapp,email,financing_banks,field_confidence,evidence_path
webs_propias_phase5_2026-06-14T17-53-29-290Z,ALBAMAR GRUPO INMOBILIARIO,2026-06-14T17:53:29.290Z,https://albamar.com.pe/departamentos/distrito/brena,agency_website,phase5_wordpress_html_jsonld,agency-web-archetypes/0.1.0,ALBAMAR GRUPO INMOBILIARIO,Breña,Barranco,,,,Departamento,1 dorm.,,Preventa,,,,,,,sum,,993 544 800,51993544800,ventas@albamar.com.pe,,alta,outputs/webs-propias/evidence/webs_propias_phase5_2026-06-14T17-53-29-290Z/albamar_grupo_inmobiliario_albamar.com.pe_w8dfwr.json
webs_propias_phase5_2026-06-14T17-53-29-290Z,V&V GRUPO INMOBILIARIO,2026-06-14T17:53:29.290Z,https://vyv.pe/proyectos-en-venta/pedro-de-osma,agency_website,phase5_wordpress_html_jsonld,agency-web-archetypes/0.1.0,V&V GRUPO INMOBILIARIO,PEDRO DE OSMA – VyV,Miraflores,Av. Pedro de Osma 434 Nombre Apellidos Correo electrónico DNI/CE Teléfono/Móvil Número de dormitorios Seleccione 1 2 3 Mensa,,,,,,,,,,,,"Encuentra en VYV los mejores proyectos inmobiliarios en Perú, con opciones variadas de propiedades modernas para invertir. ¡Encuentra tu próximo hogar!",,,940 397 702,+51940397702,atencionalcliente@vyv.pe,,alta,outputs/webs-propias/evidence/webs_propias_phase5_2026-06-14T17-53-29-290Z/v_v_grupo_inmobiliario_vyv.pe_ahxr91.json
webs_propias_phase5_2026-06-14T17-53-29-290Z,V&V GRUPO INMOBILIARIO,2026-06-14T17:53:29.290Z,https://vyv.pe/proyectos-en-venta/santa-beatriz,agency_website,phase5_wordpress_html_jsonld,agency-web-archetypes/0.1.0,V&V GRUPO INMOBILIARIO,MONTERO ROSAS 1080 – VyV,Miraflores,"Jr Montero Rosas 1080, Santa Beatriz, Santa Beatriz Sala de ventas Av",,,,1105 Dormitorios,40m²,,,,,,,"Encuentra en VYV los mejores proyectos inmobiliarios en Perú, con opciones variadas de propiedades modernas para invertir. ¡Encuentra tu próximo hogar!",coworking | parrilla | terraza,,940 397 702,51940397702,atencionalcliente@vyv.pe,,alta,outputs/webs-propias/evidence/webs_propias_phase5_2026-06-14T17-53-29-290Z/v_v_grupo_inmobiliario_vyv.pe_idn9qj.json
webs_propias_phase5_2026-06-14T17-51-49-157Z,GRUPO MG,2026-06-14T17:51:49.157Z,https://grupomg.pe/departamentos-en-venta,agency_website,phase5_fetch_failed,agency-web-archetypes/0.1.0,GRUPO MG,Departamentos,,,,,,,,,,,,,,,,,,,,,baja,outputs/webs-propias/evidence/webs_propias_phase5_2026-06-14T17-51-49-157Z/grupo_mg_grupomg.pe_x2x07a.json
webs_propias_phase5_2026-06-14T17-53-29-290Z,GRUPO MG,2026-06-14T17:53:29.290Z,https://grupomg.pe/departamentos/jesus-maria-allure,agency_website,phase5_wordpress_html_jsonld,agency-web-archetypes/0.1.0,GRUPO MG,"Departamentos en venta Jesús María, mejor ubicación en Lima",Jesús María,Av. Húsares de Junín Nº 661-667,,,Departamento,01 dormitorios,40 m2,Entrega inmediata,,,,,,"Allure, departamentos de 1, 2 y 3 ambientes, desde 40 m2. Confort y ubicación estratégica en un solo lugar, con acabados de primera en Jesús María",gimnasio | parrilla | piscina | lobby | sum | estacionamiento,,212-1012,,info@grupomg.pe,,alta,outputs/webs-propias/evidence/webs_propias_phase5_2026-06-14T17-53-29-290Z/grupo_mg_grupomg.pe_i02blh.json
webs_propias_phase5_2026-06-14T17-51-49-157Z,GRUPO T&C,2026-06-14T17:51:49.157Z,https://www.grupotyc.com/catalino-uno-de-los-proyectos-con-mas-areas-comunes-en-barranco,agency_website,phase5_fetch_failed,agency-web-archetypes/0.1.0,GRUPO T&C,"CATALINO, UNO DE LOS PROYECTOS CON MÁS ÁREAS COMUNES EN BARRANCO",,,,,,,,,,,,,,,,,,,,,baja,outputs/webs-propias/evidence/webs_propias_phase5_2026-06-14T17-51-49-157Z/grupo_t_c_grupotyc.com_c6xp3.json
webs_propias_phase5_2026-06-14T17-51-49-157Z,GRUPO T&C,2026-06-14T17:51:49.157Z,https://www.grupotyc.com/la-primera-impresion-cuenta-los-lobbies-y-su-importancia-en-los-proyectos-inmobiliarios,agency_website,phase5_fetch_failed,agency-web-archetypes/0.1.0,GRUPO T&C,LA PRIMERA IMPRESIÓN CUENTA: LOS LOBBIES Y SU IMPORTANCIA EN LOS PROYECTOS INMOBILIARIOS,,,,,,,,,,,,,,,,,,,,,baja,outputs/webs-propias/evidence/webs_propias_phase5_2026-06-14T17-51-49-157Z/grupo_t_c_grupotyc.com_d4ljuo.json
webs_propias_phase5_2026-06-14T17-53-29-290Z,HL DESARROLLOS INMOBILIARIOS,2026-06-14T17:53:29.290Z,https://hldi.pe/proyectos/friendz,agency_website,phase5_wordpress_html_jsonld,agency-web-archetypes/0.1.0,HL DESARROLLOS INMOBILIARIOS,Departamentos en Chorrillos en Entrega Inmediata,Barranco,"Calle Andrómeda N° 830, Chorrillos Hemos diseñado un condominio especial para vivir como nos gusta: entre FRIENDZ",,,Departamento,3 dormitorios,42 m2,Entrega inmediata,,,,2023,Fecha de entrega: 31 de diciembre del 2023 OTROS PROYECTOS + SQ 2 Work & Living Nuevo lanzamiento Surquillo Av,"Departamentos en Chorrillos de 2 y 3 dormitorios. Vive en familia y con áreas verdes, accede al beneficio de Mi Vivienda Verde.",gimnasio | terraza | piscina | lobby | lavanderia | lavandería | jardin | jardín,,,51973139259,ventas@hldi.pe,,alta,outputs/webs-propias/evidence/webs_propias_phase5_2026-06-14T17-53-29-290Z/hl_desarrollos_inmobiliarios_hldi.pe_3jl8wn.json
webs_propias_phase5_2026-06-14T17-53-29-290Z,HL DESARROLLOS INMOBILIARIOS,2026-06-14T17:53:29.290Z,https://hldi.pe/proyectos/sq-2-work-living,agency_website,phase5_wordpress_html_jsonld,agency-web-archetypes/0.1.0,HL DESARROLLOS INMOBILIARIOS,Departamentos en Surquillo,Barranco,"Av Aramburú y Orué de 1, 2 y 3 dormitorios desde 40 m2",,,Departamento,3 dormitorios,40 m2,Disponible,,,,2025,Fecha de entrega: 31 de marzo del 2025 OTROS PROYECTOS + LLUMS Family Style Nuevo lanzamiento Jesús María Av,"Departamentos entre Av Aramburú y Orué de 1, 2 y 3 dormitorios desde 40 m2. Vive a un paso de todo lo que necesitas.",gimnasio | terraza | piscina | lobby | lavanderia | lavandería,,,51969371540,ventas@hldi.pe,,alta,outputs/webs-propias/evidence/webs_propias_phase5_2026-06-14T17-53-29-290Z/hl_desarrollos_inmobiliarios_hldi.pe_tf1934.json
webs_propias_phase5_2026-06-14T17-51-49-157Z,REYNA INMOBILIARIA,2026-06-14T17:51:49.157Z,https://reynainmobiliaria.pe/como-elegir-tu-departamento-ideal-en-lima-familia-pareja-o-individual,agency_website,phase5_fetch_failed,agency-web-archetypes/0.1.0,REYNA INMOBILIARIA,"Cómo elegir tu departamento ideal en Lima: ¿familia, pareja o individual?",,,,,,,,,,,,,,,,,,,,,baja,outputs/webs-propias/evidence/webs_propias_phase5_2026-06-14T17-51-49-157Z/reyna_inmobiliaria_reynainmobiliaria.pe_96z8qy.json
webs_propias_phase5_2026-06-14T17-51-49-157Z,REYNA INMOBILIARIA,2026-06-14T17:51:49.157Z,https://reynainmobiliaria.pe/diseno-e-innovacion-en-inmuebles-que-hace-especial-a-una-vivienda-reyna,agency_website,phase5_fetch_failed,agency-web-archetypes/0.1.0,REYNA INMOBILIARIA,Diseño e innovación en inmuebles: ¿qué hace especial a una vivienda Reyna?,,,,,,,,,,,,,,,,,,,,,baja,outputs/webs-propias/evidence/webs_propias_phase5_2026-06-14T17-51-49-157Z/reyna_inmobiliaria_reynainmobiliaria.pe_e8tbo9.json
webs_propias_phase5_2026-06-14T17-53-29-290Z,COSAPI,2026-06-14T17:53:29.290Z,https://cosapiinmobiliaria.com.pe/proyectos/pazea,agency_website,phase5_wordpress_html_jsonld,agency-web-archetypes/0.1.0,COSAPI,Proyecto Pazea,Bellavista,"Jr. Lanceros 132,, Surco Vive frente al Jockey Plaza --> Regístrate aquí --> Lince En Construcción 1, 2 y 3 Av",,,Departamento,3 dorm,64 m²,Entrega inmediata,,,,,,"Departamentos de 3 dorms. en Bellavista, Callao. Respaldo internacional, beneficios MiVivienda. Ubicado al lado del C.C. MallPlaza Bellavista.",parrilla | sum,,+51966874541,51966874541,contacto@cosapiinmobiliaria.com.pe,MiVivienda | Mivivienda,alta,outputs/webs-propias/evidence/webs_propias_phase5_2026-06-14T17-53-29-290Z/cosapi_cosapiinmobiliaria.com.pe_1lo20h.json
webs_propias_phase5_2026-06-14T17-53-29-290Z,COSAPI,2026-06-14T17:53:29.290Z,https://cosapiinmobiliaria.com.pe/proyectos/bosqo,agency_website,phase5_wordpress_html_jsonld,agency-web-archetypes/0.1.0,COSAPI,Proyecto Bosqo,Bellavista,Jr. Lanceros 132 Surco Horario de atención Lunes a Domingo 10:00 a,,,Departamento,3 dormitorios,45 m²,Entrega inmediata,,,,,,"1, 2 y 3 dormitorios en Surco. Respaldo internacional, beneficios MiVivienda y ubicación estratégica frente al C.C. Jockey Plaza.",terraza | lobby | zona bbq,,+51966874541,51966874541,contacto@cosapiinmobiliaria.com.pe,MiVivienda | Mivivienda,alta,outputs/webs-propias/evidence/webs_propias_phase5_2026-06-14T17-53-29-290Z/cosapi_cosapiinmobiliaria.com.pe_1t4dea.json
webs_propias_phase5_2026-06-14T17-51-49-157Z,GRUPO TyC,2026-06-14T17:51:49.157Z,https://www.grupotyc.com/catalino-uno-de-los-proyectos-con-mas-areas-comunes-en-barranco,agency_website,phase5_fetch_failed,agency-web-archetypes/0.1.0,GRUPO TyC,"CATALINO, UNO DE LOS PROYECTOS CON MÁS ÁREAS COMUNES EN BARRANCO",,,,,,,,,,,,,,,,,,,,,baja,outputs/webs-propias/evidence/webs_propias_phase5_2026-06-14T17-51-49-157Z/grupo_tyc_grupotyc.com_c6xp3.json
webs_propias_phase5_2026-06-14T17-51-49-157Z,GRUPO TyC,2026-06-14T17:51:49.157Z,https://www.grupotyc.com/la-primera-impresion-cuenta-los-lobbies-y-su-importancia-en-los-proyectos-inmobiliarios,agency_website,phase5_fetch_failed,agency-web-archetypes/0.1.0,GRUPO TyC,LA PRIMERA IMPRESIÓN CUENTA: LOS LOBBIES Y SU IMPORTANCIA EN LOS PROYECTOS INMOBILIARIOS,,,,,,,,,,,,,,,,,,,,,baja,outputs/webs-propias/evidence/webs_propias_phase5_2026-06-14T17-51-49-157Z/grupo_tyc_grupotyc.com_d4ljuo.json
