run_id,agency_name,domain,archetype_primary,extraction_method,field_name,records_sampled,records_with_field,field_coverage_pct,field_confidence_avg,null_rate,parse_error_rate,duplicate_rate,mismatch_rate_vs_nexo,outlier_count,evidence_available_pct,recommended_use,decision_reason
webs_propias_phase7_2026-06-14T20-43-50-127Z,PIONERO INMOBILIARIA,pionero.pe,wordpress_sitemap_rest_html,phase5_wordpress_html_jsonld,unit_status,2,1,50,33,50,0,0,0,0,100,enrichment_only,"Campo util para enriquecimiento, no necesariamente fuente primaria."
webs_propias_phase7_2026-06-14T20-43-50-127Z,PIONERO INMOBILIARIA,pionero.pe,wordpress_sitemap_rest_html,phase5_wordpress_html_jsonld,unit_count,2,0,0,0,100,0,0,0,0,0,not_recommended,Campo no observado en la muestra Fase 5.
webs_propias_phase7_2026-06-14T20-43-50-127Z,PIONERO INMOBILIARIA,pionero.pe,wordpress_sitemap_rest_html,phase5_wordpress_html_jsonld,list_price_avg,2,0,0,0,100,0,0,0,0,0,not_recommended,Campo no observado en la muestra Fase 5.
webs_propias_phase7_2026-06-14T20-43-50-127Z,PIONERO INMOBILIARIA,pionero.pe,wordpress_sitemap_rest_html,phase5_wordpress_html_jsonld,currency,2,0,0,0,100,0,0,0,0,0,not_recommended,Campo no observado en la muestra Fase 5.
webs_propias_phase7_2026-06-14T20-43-50-127Z,PIONERO INMOBILIARIA,pionero.pe,wordpress_sitemap_rest_html,phase5_wordpress_html_jsonld,delivery_year,2,0,0,0,100,0,0,0,0,0,not_recommended,Campo no observado en la muestra Fase 5.
webs_propias_phase7_2026-06-14T20-43-50-127Z,PIONERO INMOBILIARIA,pionero.pe,wordpress_sitemap_rest_html,phase5_wordpress_html_jsonld,delivery_date,2,0,0,0,100,0,0,0,0,0,not_recommended,Campo no observado en la muestra Fase 5.
webs_propias_phase7_2026-06-14T20-43-50-127Z,PIONERO INMOBILIARIA,pionero.pe,wordpress_sitemap_rest_html,phase5_wordpress_html_jsonld,description,2,2,100,66,0,0,0,0,0,100,enrichment_only,"Campo util para enriquecimiento, no necesariamente fuente primaria."
webs_propias_phase7_2026-06-14T20-43-50-127Z,PIONERO INMOBILIARIA,pionero.pe,wordpress_sitemap_rest_html,phase5_wordpress_html_jsonld,amenities,2,2,100,33,0,0,0,0,0,100,enrichment_only,"Campo util para enriquecimiento, no necesariamente fuente primaria."
webs_propias_phase7_2026-06-14T20-43-50-127Z,PIONERO INMOBILIARIA,pionero.pe,wordpress_sitemap_rest_html,phase5_wordpress_html_jsonld,contact_name,2,0,0,0,100,0,0,0,0,0,not_recommended,Campo no observado en la muestra Fase 5.
webs_propias_phase7_2026-06-14T20-43-50-127Z,PIONERO INMOBILIARIA,pionero.pe,wordpress_sitemap_rest_html,phase5_wordpress_html_jsonld,contact_phone,2,2,100,66,0,0,0,0,0,100,enrichment_only,"Campo util para enriquecimiento, no necesariamente fuente primaria."
webs_propias_phase7_2026-06-14T20-43-50-127Z,PIONERO INMOBILIARIA,pionero.pe,wordpress_sitemap_rest_html,phase5_wordpress_html_jsonld,whatsapp,2,2,100,66,0,0,0,0,0,100,enrichment_only,"Campo util para enriquecimiento, no necesariamente fuente primaria."
webs_propias_phase7_2026-06-14T20-43-50-127Z,PIONERO INMOBILIARIA,pionero.pe,wordpress_sitemap_rest_html,phase5_wordpress_html_jsonld,email,2,0,0,0,100,0,0,0,0,0,not_recommended,Campo no observado en la muestra Fase 5.
webs_propias_phase7_2026-06-14T20-43-50-127Z,PIONERO INMOBILIARIA,pionero.pe,wordpress_sitemap_rest_html,phase5_wordpress_html_jsonld,financing_banks,2,0,0,0,100,0,0,0,0,0,not_recommended,Campo no observado en la muestra Fase 5.
webs_propias_phase7_2026-06-14T20-43-50-127Z,PIONERO INMOBILIARIA,pionero.pe,wordpress_sitemap_rest_html,phase5_wordpress_html_jsonld,latitude,2,0,0,0,100,0,0,100,0,0,not_recommended,Campo no observado en la muestra Fase 5.
webs_propias_phase7_2026-06-14T20-43-50-127Z,PIONERO INMOBILIARIA,pionero.pe,wordpress_sitemap_rest_html,phase5_wordpress_html_jsonld,longitude,2,0,0,0,100,0,0,100,0,0,not_recommended,Campo no observado en la muestra Fase 5.
webs_propias_phase7_2026-06-14T20-43-50-127Z,EDIFICA,edifica.com.pe,embedded_json_html,phase5_embedded_json_html,source_url,2,2,100,100,0,0,0,0,0,100,primary_candidate,Campo critico con cobertura y evidencia suficientes en la muestra.
webs_propias_phase7_2026-06-14T20-43-50-127Z,EDIFICA,edifica.com.pe,embedded_json_html,phase5_embedded_json_html,agency_name,2,2,100,100,0,0,0,0,0,100,primary_candidate,Campo critico con cobertura y evidencia suficientes en la muestra.
webs_propias_phase7_2026-06-14T20-43-50-127Z,EDIFICA,edifica.com.pe,embedded_json_html,phase5_embedded_json_html,project_name,2,2,100,66,0,0,0,0,0,100,primary_candidate,Campo critico con cobertura y evidencia suficientes en la muestra.
webs_propias_phase7_2026-06-14T20-43-50-127Z,EDIFICA,edifica.com.pe,embedded_json_html,phase5_embedded_json_html,district,2,2,100,66,0,0,0,0,0,100,primary_candidate,Campo critico con cobertura y evidencia suficientes en la muestra.
webs_propias_phase7_2026-06-14T20-43-50-127Z,EDIFICA,edifica.com.pe,embedded_json_html,phase5_embedded_json_html,address,2,2,100,66,0,0,0,0,0,100,primary_candidate,Campo critico con cobertura y evidencia suficientes en la muestra.
webs_propias_phase7_2026-06-14T20-43-50-127Z,EDIFICA,edifica.com.pe,embedded_json_html,phase5_embedded_json_html,typology,2,2,100,66,0,0,0,0,0,100,primary_candidate,Campo critico con cobertura y evidencia suficientes en la muestra.
webs_propias_phase7_2026-06-14T20-43-50-127Z,EDIFICA,edifica.com.pe,embedded_json_html,phase5_embedded_json_html,bedrooms,2,0,0,0,100,0,0,0,0,0,not_recommended,Campo no observado en la muestra Fase 5.
webs_propias_phase7_2026-06-14T20-43-50-127Z,EDIFICA,edifica.com.pe,embedded_json_html,phase5_embedded_json_html,total_area,2,2,100,66,0,0,0,0,0,100,primary_candidate,Campo critico con cobertura y evidencia suficientes en la muestra.
webs_propias_phase7_2026-06-14T20-43-50-127Z,EDIFICA,edifica.com.pe,embedded_json_html,phase5_embedded_json_html,unit_status,2,2,100,33,0,0,0,0,0,100,primary_candidate,Campo critico con cobertura y evidencia suficientes en la muestra.
webs_propias_phase7_2026-06-14T20-43-50-127Z,EDIFICA,edifica.com.pe,embedded_json_html,phase5_embedded_json_html,unit_count,2,0,0,0,100,0,0,0,0,0,not_recommended,Campo no observado en la muestra Fase 5.
webs_propias_phase7_2026-06-14T20-43-50-127Z,EDIFICA,edifica.com.pe,embedded_json_html,phase5_embedded_json_html,list_price_avg,2,0,0,0,100,0,0,0,0,0,not_recommended,Campo no observado en la muestra Fase 5.
webs_propias_phase7_2026-06-14T20-43-50-127Z,EDIFICA,edifica.com.pe,embedded_json_html,phase5_embedded_json_html,currency,2,0,0,0,100,0,0,0,0,0,not_recommended,Campo no observado en la muestra Fase 5.
webs_propias_phase7_2026-06-14T20-43-50-127Z,EDIFICA,edifica.com.pe,embedded_json_html,phase5_embedded_json_html,delivery_year,2,0,0,0,100,0,0,0,0,0,not_recommended,Campo no observado en la muestra Fase 5.
webs_propias_phase7_2026-06-14T20-43-50-127Z,EDIFICA,edifica.com.pe,embedded_json_html,phase5_embedded_json_html,delivery_date,2,0,0,0,100,0,0,0,0,0,not_recommended,Campo no observado en la muestra Fase 5.
webs_propias_phase7_2026-06-14T20-43-50-127Z,EDIFICA,edifica.com.pe,embedded_json_html,phase5_embedded_json_html,description,2,2,100,66,0,0,0,0,0,100,enrichment_only,"Campo util para enriquecimiento, no necesariamente fuente primaria."
webs_propias_phase7_2026-06-14T20-43-50-127Z,EDIFICA,edifica.com.pe,embedded_json_html,phase5_embedded_json_html,amenities,2,2,100,33,0,0,0,0,0,100,enrichment_only,"Campo util para enriquecimiento, no necesariamente fuente primaria."
webs_propias_phase7_2026-06-14T20-43-50-127Z,EDIFICA,edifica.com.pe,embedded_json_html,phase5_embedded_json_html,contact_name,2,0,0,0,100,0,0,0,0,0,not_recommended,Campo no observado en la muestra Fase 5.
webs_propias_phase7_2026-06-14T20-43-50-127Z,EDIFICA,edifica.com.pe,embedded_json_html,phase5_embedded_json_html,contact_phone,2,2,100,66,0,0,0,0,0,100,enrichment_only,"Campo util para enriquecimiento, no necesariamente fuente primaria."
webs_propias_phase7_2026-06-14T20-43-50-127Z,EDIFICA,edifica.com.pe,embedded_json_html,phase5_embedded_json_html,whatsapp,2,2,100,66,0,0,0,0,0,100,enrichment_only,"Campo util para enriquecimiento, no necesariamente fuente primaria."
webs_propias_phase7_2026-06-14T20-43-50-127Z,EDIFICA,edifica.com.pe,embedded_json_html,phase5_embedded_json_html,email,2,2,100,66,0,0,0,0,0,100,enrichment_only,"Campo util para enriquecimiento, no necesariamente fuente primaria."
webs_propias_phase7_2026-06-14T20-43-50-127Z,EDIFICA,edifica.com.pe,embedded_json_html,phase5_embedded_json_html,financing_banks,2,0,0,0,100,0,0,0,0,0,not_recommended,Campo no observado en la muestra Fase 5.
webs_propias_phase7_2026-06-14T20-43-50-127Z,EDIFICA,edifica.com.pe,embedded_json_html,phase5_embedded_json_html,latitude,2,0,0,0,100,0,0,0,0,0,not_recommended,Campo no observado en la muestra Fase 5.
webs_propias_phase7_2026-06-14T20-43-50-127Z,EDIFICA,edifica.com.pe,embedded_json_html,phase5_embedded_json_html,longitude,2,0,0,0,100,0,0,0,0,0,not_recommended,Campo no observado en la muestra Fase 5.
webs_propias_phase7_2026-06-14T20-43-50-127Z,INVENT INMOBILIARIA,invent.com.pe,embedded_json_html,phase5_embedded_json_html,source_url,2,2,100,100,0,0,0,0,0,100,primary_candidate,Campo critico con cobertura y evidencia suficientes en la muestra.
webs_propias_phase7_2026-06-14T20-43-50-127Z,INVENT INMOBILIARIA,invent.com.pe,embedded_json_html,phase5_embedded_json_html,agency_name,2,2,100,100,0,0,0,0,0,100,primary_candidate,Campo critico con cobertura y evidencia suficientes en la muestra.
webs_propias_phase7_2026-06-14T20-43-50-127Z,INVENT INMOBILIARIA,invent.com.pe,embedded_json_html,phase5_embedded_json_html,project_name,2,2,100,66,0,0,0,50,0,100,manual_review,Mismatch alto contra Nexo en registros comparables.
webs_propias_phase7_2026-06-14T20-43-50-127Z,INVENT INMOBILIARIA,invent.com.pe,embedded_json_html,phase5_embedded_json_html,district,2,2,100,66,0,0,0,0,0,100,primary_candidate,Campo critico con cobertura y evidencia suficientes en la muestra.
webs_propias_phase7_2026-06-14T20-43-50-127Z,INVENT INMOBILIARIA,invent.com.pe,embedded_json_html,phase5_embedded_json_html,address,2,2,100,66,0,0,0,100,0,100,manual_review,Mismatch alto contra Nexo en registros comparables.
webs_propias_phase7_2026-06-14T20-43-50-127Z,INVENT INMOBILIARIA,invent.com.pe,embedded_json_html,phase5_embedded_json_html,typology,2,2,100,66,0,0,0,0,0,100,primary_candidate,Campo critico con cobertura y evidencia suficientes en la muestra.
webs_propias_phase7_2026-06-14T20-43-50-127Z,INVENT INMOBILIARIA,invent.com.pe,embedded_json_html,phase5_embedded_json_html,bedrooms,2,2,100,66,0,0,0,0,0,100,primary_candidate,Campo critico con cobertura y evidencia suficientes en la muestra.
webs_propias_phase7_2026-06-14T20-43-50-127Z,INVENT INMOBILIARIA,invent.com.pe,embedded_json_html,phase5_embedded_json_html,total_area,2,2,100,66,0,0,0,0,0,100,primary_candidate,Campo critico con cobertura y evidencia suficientes en la muestra.
webs_propias_phase7_2026-06-14T20-43-50-127Z,INVENT INMOBILIARIA,invent.com.pe,embedded_json_html,phase5_embedded_json_html,unit_status,2,2,100,33,0,0,0,0,0,100,primary_candidate,Campo critico con cobertura y evidencia suficientes en la muestra.
webs_propias_phase7_2026-06-14T20-43-50-127Z,INVENT INMOBILIARIA,invent.com.pe,embedded_json_html,phase5_embedded_json_html,unit_count,2,0,0,0,100,0,0,0,0,0,not_recommended,Campo no observado en la muestra Fase 5.
webs_propias_phase7_2026-06-14T20-43-50-127Z,INVENT INMOBILIARIA,invent.com.pe,embedded_json_html,phase5_embedded_json_html,list_price_avg,2,0,0,0,100,0,0,0,0,0,not_recommended,Campo no observado en la muestra Fase 5.
webs_propias_phase7_2026-06-14T20-43-50-127Z,INVENT INMOBILIARIA,invent.com.pe,embedded_json_html,phase5_embedded_json_html,currency,2,2,100,66,0,0,0,0,0,100,primary_candidate,Campo critico con cobertura y evidencia suficientes en la muestra.
webs_propias_phase7_2026-06-14T20-43-50-127Z,INVENT INMOBILIARIA,invent.com.pe,embedded_json_html,phase5_embedded_json_html,delivery_year,2,0,0,0,100,0,0,0,0,0,not_recommended,Campo no observado en la muestra Fase 5.
webs_propias_phase7_2026-06-14T20-43-50-127Z,INVENT INMOBILIARIA,invent.com.pe,embedded_json_html,phase5_embedded_json_html,delivery_date,2,0,0,0,100,0,0,0,0,0,not_recommended,Campo no observado en la muestra Fase 5.
webs_propias_phase7_2026-06-14T20-43-50-127Z,INVENT INMOBILIARIA,invent.com.pe,embedded_json_html,phase5_embedded_json_html,description,2,2,100,66,0,0,0,0,0,100,enrichment_only,"Campo util para enriquecimiento, no necesariamente fuente primaria."
webs_propias_phase7_2026-06-14T20-43-50-127Z,INVENT INMOBILIARIA,invent.com.pe,embedded_json_html,phase5_embedded_json_html,amenities,2,2,100,33,0,0,0,0,0,100,enrichment_only,"Campo util para enriquecimiento, no necesariamente fuente primaria."
webs_propias_phase7_2026-06-14T20-43-50-127Z,INVENT INMOBILIARIA,invent.com.pe,embedded_json_html,phase5_embedded_json_html,contact_name,2,0,0,0,100,0,0,0,0,0,not_recommended,Campo no observado en la muestra Fase 5.
webs_propias_phase7_2026-06-14T20-43-50-127Z,INVENT INMOBILIARIA,invent.com.pe,embedded_json_html,phase5_embedded_json_html,contact_phone,2,2,100,66,0,0,0,0,0,100,enrichment_only,"Campo util para enriquecimiento, no necesariamente fuente primaria."
webs_propias_phase7_2026-06-14T20-43-50-127Z,INVENT INMOBILIARIA,invent.com.pe,embedded_json_html,phase5_embedded_json_html,whatsapp,2,2,100,66,0,0,0,0,0,100,enrichment_only,"Campo util para enriquecimiento, no necesariamente fuente primaria."
webs_propias_phase7_2026-06-14T20-43-50-127Z,INVENT INMOBILIARIA,invent.com.pe,embedded_json_html,phase5_embedded_json_html,email,2,2,100,66,0,0,0,0,0,100,enrichment_only,"Campo util para enriquecimiento, no necesariamente fuente primaria."
webs_propias_phase7_2026-06-14T20-43-50-127Z,INVENT INMOBILIARIA,invent.com.pe,embedded_json_html,phase5_embedded_json_html,financing_banks,2,2,100,33,0,0,0,0,0,100,enrichment_only,"Campo util para enriquecimiento, no necesariamente fuente primaria."
webs_propias_phase7_2026-06-14T20-43-50-127Z,INVENT INMOBILIARIA,invent.com.pe,embedded_json_html,phase5_embedded_json_html,latitude,2,0,0,0,100,0,0,100,0,0,not_recommended,Campo no observado en la muestra Fase 5.
webs_propias_phase7_2026-06-14T20-43-50-127Z,INVENT INMOBILIARIA,invent.com.pe,embedded_json_html,phase5_embedded_json_html,longitude,2,0,0,0,100,0,0,100,0,0,not_recommended,Campo no observado en la muestra Fase 5.
webs_propias_phase7_2026-06-14T20-43-50-127Z,Cresiente,esparq.com,static_html_sitemap,phase5_static_html_jsonld,source_url,2,2,100,100,0,0,50,0,0,100,primary_candidate,Campo critico con cobertura y evidencia suficientes en la muestra.
webs_propias_phase7_2026-06-14T20-43-50-127Z,Cresiente,esparq.com,static_html_sitemap,phase5_static_html_jsonld,agency_name,2,2,100,100,0,0,50,0,0,100,primary_candidate,Campo critico con cobertura y evidencia suficientes en la muestra.
webs_propias_phase7_2026-06-14T20-43-50-127Z,Cresiente,esparq.com,static_html_sitemap,phase5_static_html_jsonld,project_name,2,2,100,66,0,0,50,0,0,100,primary_candidate,Campo critico con cobertura y evidencia suficientes en la muestra.
webs_propias_phase7_2026-06-14T20-43-50-127Z,Cresiente,esparq.com,static_html_sitemap,phase5_static_html_jsonld,district,2,2,100,66,0,0,50,0,0,100,primary_candidate,Campo critico con cobertura y evidencia suficientes en la muestra.
webs_propias_phase7_2026-06-14T20-43-50-127Z,Cresiente,esparq.com,static_html_sitemap,phase5_static_html_jsonld,address,2,2,100,66,0,0,50,0,0,100,primary_candidate,Campo critico con cobertura y evidencia suficientes en la muestra.
webs_propias_phase7_2026-06-14T20-43-50-127Z,Cresiente,esparq.com,static_html_sitemap,phase5_static_html_jsonld,typology,2,2,100,66,0,0,50,0,0,100,primary_candidate,Campo critico con cobertura y evidencia suficientes en la muestra.
webs_propias_phase7_2026-06-14T20-43-50-127Z,Cresiente,esparq.com,static_html_sitemap,phase5_static_html_jsonld,bedrooms,2,0,0,0,100,0,50,0,0,0,not_recommended,Campo no observado en la muestra Fase 5.
webs_propias_phase7_2026-06-14T20-43-50-127Z,Cresiente,esparq.com,static_html_sitemap,phase5_static_html_jsonld,total_area,2,0,0,0,100,0,50,0,0,0,not_recommended,Campo no observado en la muestra Fase 5.
webs_propias_phase7_2026-06-14T20-43-50-127Z,Cresiente,esparq.com,static_html_sitemap,phase5_static_html_jsonld,unit_status,2,2,100,33,0,0,50,0,0,100,primary_candidate,Campo critico con cobertura y evidencia suficientes en la muestra.
webs_propias_phase7_2026-06-14T20-43-50-127Z,Cresiente,esparq.com,static_html_sitemap,phase5_static_html_jsonld,unit_count,2,0,0,0,100,0,50,0,0,0,not_recommended,Campo no observado en la muestra Fase 5.
webs_propias_phase7_2026-06-14T20-43-50-127Z,Cresiente,esparq.com,static_html_sitemap,phase5_static_html_jsonld,list_price_avg,2,0,0,0,100,0,50,0,0,0,not_recommended,Campo no observado en la muestra Fase 5.
webs_propias_phase7_2026-06-14T20-43-50-127Z,Cresiente,esparq.com,static_html_sitemap,phase5_static_html_jsonld,currency,2,0,0,0,100,0,50,0,0,0,not_recommended,Campo no observado en la muestra Fase 5.
webs_propias_phase7_2026-06-14T20-43-50-127Z,Cresiente,esparq.com,static_html_sitemap,phase5_static_html_jsonld,delivery_year,2,0,0,0,100,0,50,0,0,0,not_recommended,Campo no observado en la muestra Fase 5.
webs_propias_phase7_2026-06-14T20-43-50-127Z,Cresiente,esparq.com,static_html_sitemap,phase5_static_html_jsonld,delivery_date,2,0,0,0,100,0,50,0,0,0,not_recommended,Campo no observado en la muestra Fase 5.
webs_propias_phase7_2026-06-14T20-43-50-127Z,Cresiente,esparq.com,static_html_sitemap,phase5_static_html_jsonld,description,2,2,100,66,0,0,50,0,0,100,enrichment_only,"Campo util para enriquecimiento, no necesariamente fuente primaria."
webs_propias_phase7_2026-06-14T20-43-50-127Z,Cresiente,esparq.com,static_html_sitemap,phase5_static_html_jsonld,amenities,2,0,0,0,100,0,50,0,0,0,not_recommended,Campo no observado en la muestra Fase 5.
webs_propias_phase7_2026-06-14T20-43-50-127Z,Cresiente,esparq.com,static_html_sitemap,phase5_static_html_jsonld,contact_name,2,0,0,0,100,0,50,0,0,0,not_recommended,Campo no observado en la muestra Fase 5.
